random,0,0.99665,0.008082542916681612
random,1,0.9967499999999999,0.008086253767969448
random,2,0.9981,0.0039610604640676755
random,3,0.9992000000000001,0.0015684387141358135
random,4,0.9984500000000001,0.0036670833096617843
random,5,0.9982,0.003140063693621519
random,6,0.9978,0.003280243893371348
random,7,0.9984499999999998,0.0031060424980994734
random,8,0.9943500000000001,0.014937452928796115
random,9,0.9953999999999998,0.010145935146648641
bad,0,0.99665,0.008082542916681612
bad,1,0.9964999999999999,0.008188406438373715
bad,2,0.9981,0.003374907406137244
bad,3,0.9985999999999999,0.0024979991993593614
bad,4,0.9933,0.010909170454255457
bad,5,0.7478500000000001,0.11174492158483085
bad,6,0.29955000000000004,0.0660707764446582
bad,7,0.2205,0.043566615659240734
bad,8,0.20565000000000003,0.015909981143923457
bad,9,0.2024,0.01326046756340062